SUBDIVISION,YEAR,ANNUAL
EAST RAJASTHAN,1958,742.7
EAST RAJASTHAN,1959,786.2
EAST RAJASTHAN,1960,591.6
EAST RAJASTHAN,1961,884.2
EAST RAJASTHAN,1962,604.1
EAST RAJASTHAN,1963,577.7
EAST RAJASTHAN,1964,646.3
EAST RAJASTHAN,1965,423.8
EAST RAJASTHAN,1966,473.4
EAST RAJASTHAN,1967,759.9
EAST RAJASTHAN,1968,519.6
EAST RAJASTHAN,1969,634.1
EAST RAJASTHAN,1970,718.4
EAST RAJASTHAN,1971,784.4
EAST RAJASTHAN,1972,454.3
EAST RAJASTHAN,1973,948.2
EAST RAJASTHAN,1974,611.8
EAST RAJASTHAN,1975,897.9
EAST RAJASTHAN,1976,815.3
EAST RAJASTHAN,1977,887.5
EAST RAJASTHAN,1978,727.1
EAST RAJASTHAN,1979,515.1
EAST RAJASTHAN,1980,547.5
EAST RAJASTHAN,1981,615.3
EAST RAJASTHAN,1982,660.2
EAST RAJASTHAN,1983,795.3
EAST RAJASTHAN,1984,563.3
EAST RAJASTHAN,1985,588.1
EAST RAJASTHAN,1986,590.1
EAST RAJASTHAN,1987,435.7
EAST RAJASTHAN,1988,640.1
EAST RAJASTHAN,1989,510.5
EAST RAJASTHAN,1990,780.1
EAST RAJASTHAN,1991,578.6
EAST RAJASTHAN,1992,723.6
EAST RAJASTHAN,1993,595.2
EAST RAJASTHAN,1994,839.2
EAST RAJASTHAN,1995,754.3
EAST RAJASTHAN,1996,715.7
EAST RAJASTHAN,1997,573.9
EAST RAJASTHAN,1998,475.8
EAST RAJASTHAN,1999,408.4
EAST RAJASTHAN,2000,440
EAST RAJASTHAN,2001,551.2
EAST RAJASTHAN,2002,285.3
EAST RAJASTHAN,2003,626.6
EAST RAJASTHAN,2004,606.2
EAST RAJASTHAN,2005,567.9
EAST RAJASTHAN,2006,748.4
EAST RAJASTHAN,2007,575.7
EAST RAJASTHAN,2008,644.6
EAST RAJASTHAN,2009,414.1
EAST RAJASTHAN,2010,689.4
EAST RAJASTHAN,2011,802.1
EAST RAJASTHAN,2012,693.6
EAST RAJASTHAN,2013,836.1
EAST RAJASTHAN,2014,683.3
EAST RAJASTHAN,2015,650.7
WEST MADHYA PRADESH,1901,718.2
WEST MADHYA PRADESH,1902,911.7
WEST MADHYA PRADESH,1903,949.6
WEST MADHYA PRADESH,1904,774.4
WEST MADHYA PRADESH,1905,696.5
WEST MADHYA PRADESH,1906,1010.2
WEST MADHYA PRADESH,1907,650.4
WEST MADHYA PRADESH,1908,832.6
WEST MADHYA PRADESH,1909,830.2
WEST MADHYA PRADESH,1910,959.5
WEST MADHYA PRADESH,1911,676.5
WEST MADHYA PRADESH,1912,807.3
WEST MADHYA PRADESH,1913,790.5
WEST MADHYA PRADESH,1914,836.3
WEST MADHYA PRADESH,1915,772.7
WEST MADHYA PRADESH,1916,1219.2
WEST MADHYA PRADESH,1917,1309.3
WEST MADHYA PRADESH,1918,509.4
WEST MADHYA PRADESH,1919,1232.8
WEST MADHYA PRADESH,1920,714.8
WEST MADHYA PRADESH,1921,808.7
WEST MADHYA PRADESH,1922,918.2
WEST MADHYA PRADESH,1923,1071
WEST MADHYA PRADESH,1924,1031.3
WEST MADHYA PRADESH,1925,693.5
WEST MADHYA PRADESH,1926,913.8
WEST MADHYA PRADESH,1927,872.9
WEST MADHYA PRADESH,1928,895.6
WEST MADHYA PRADESH,1929,728.7
WEST MADHYA PRADESH,1930,888.2
WEST MADHYA PRADESH,1931,1131.6
WEST MADHYA PRADESH,1932,988.3
WEST MADHYA PRADESH,1933,1211.6
WEST MADHYA PRADESH,1934,1164.9
WEST MADHYA PRADESH,1935,871.1
WEST MADHYA PRADESH,1936,901.2
WEST MADHYA PRADESH,1937,1053.4
WEST MADHYA PRADESH,1938,1001.2
WEST MADHYA PRADESH,1939,802.5
WEST MADHYA PRADESH,1940,1064.7
WEST MADHYA PRADESH,1941,739.4
WEST MADHYA PRADESH,1942,1201.7
WEST MADHYA PRADESH,1943,962.9
WEST MADHYA PRADESH,1944,1347.7
WEST MADHYA PRADESH,1945,1047.4
WEST MADHYA PRADESH,1946,1250.7
WEST MADHYA PRADESH,1947,1064.7
WEST MADHYA PRADESH,1948,1247.6
WEST MADHYA PRADESH,1949,966.2
WEST MADHYA PRADESH,1950,904.5
WEST MADHYA PRADESH,1951,649.7
WEST MADHYA PRADESH,1952,829.1
WEST MADHYA PRADESH,1953,793.7
WEST MADHYA PRADESH,1954,1100.7
WEST MADHYA PRADESH,1955,1149.2
WEST MADHYA PRADESH,1956,1065.8
WEST MADHYA PRADESH,1957,832.9
WEST MADHYA PRADESH,1958,1099.7
WEST MADHYA PRADESH,1959,1181.4
WEST MADHYA PRADESH,1960,882.3
WEST MADHYA PRADESH,1961,1433.7
WEST MADHYA PRADESH,1962,905.9
WEST MADHYA PRADESH,1963,905.4
WEST MADHYA PRADESH,1964,880.1
WEST MADHYA PRADESH,1965,594.7
WEST MADHYA PRADESH,1966,680
WEST MADHYA PRADESH,1967,945.6
WEST MADHYA PRADESH,1968,861.2
WEST MADHYA PRADESH,1969,1117
WEST MADHYA PRADESH,1970,1113.2
WEST MADHYA PRADESH,1971,1135.7
WEST MADHYA PRADESH,1972,770.3
WEST MADHYA PRADESH,1973,1406.9
WEST MADHYA PRADESH,1974,876.6
WEST MADHYA PRADESH,1975,1064.6
WEST MADHYA PRADESH,1976,1027.7
WEST MADHYA PRADESH,1977,1002.7
WEST MADHYA PRADESH,1978,1003.3
WEST MADHYA PRADESH,1979,781.9
WEST MADHYA PRADESH,1980,873.9
WEST MADHYA PRADESH,1981,890.2
WEST MADHYA PRADESH,1982,934.1
WEST MADHYA PRADESH,1983,1071.9
WEST MADHYA PRADESH,1984,859.5
WEST MADHYA PRADESH,1985,874.7
WEST MADHYA PRADESH,1986,937.1
WEST MADHYA PRADESH,1987,783.9
WEST MADHYA PRADESH,1988,951.2
WEST MADHYA PRADESH,1989,758.5
WEST MADHYA PRADESH,1990,1144
WEST MADHYA PRADESH,1991,745.5
WEST MADHYA PRADESH,1992,754.2
WEST MADHYA PRADESH,1993,1031.9
WEST MADHYA PRADESH,1994,1179.5
WEST MADHYA PRADESH,1995,864.7
WEST MADHYA PRADESH,1996,1085.4
WEST MADHYA PRADESH,1997,1058.3
WEST MADHYA PRADESH,1998,926.9
WEST MADHYA PRADESH,1999,1052.7
WEST MADHYA PRADESH,2000,NA
WEST MADHYA PRADESH,2001,787
WEST MADHYA PRADESH,2002,684.1
WEST MADHYA PRADESH,2003,946.4
WEST MADHYA PRADESH,2004,848.1
WEST MADHYA PRADESH,2005,752.2
WEST MADHYA PRADESH,2006,1169.2
WEST MADHYA PRADESH,2007,806.5
WEST MADHYA PRADESH,2008,791.1
WEST MADHYA PRADESH,2009,877
WEST MADHYA PRADESH,2010,776.3
WEST MADHYA PRADESH,2011,1063.9
WEST MADHYA PRADESH,2012,1035.2
WEST MADHYA PRADESH,2013,1396.3
WEST MADHYA PRADESH,2014,864.9
WEST MADHYA PRADESH,2015,1042.3
EAST MADHYA PRADESH,1901,1332.7
EAST MADHYA PRADESH,1902,984.2
EAST MADHYA PRADESH,1903,1178.1
EAST MADHYA PRADESH,1904,1144.2
EAST MADHYA PRADESH,1905,886
EAST MADHYA PRADESH,1906,1369.7
EAST MADHYA PRADESH,1907,1009.6
EAST MADHYA PRADESH,1908,1430.6
EAST MADHYA PRADESH,1909,1122
EAST MADHYA PRADESH,1910,1222.2
EAST MADHYA PRADESH,1911,1197.1
EAST MADHYA PRADESH,1912,1150.6
EAST MADHYA PRADESH,1913,936.4
EAST MADHYA PRADESH,1914,1250.1
EAST MADHYA PRADESH,1915,1382.3
EAST MADHYA PRADESH,1916,1480.2
EAST MADHYA PRADESH,1917,1639.3
EAST MADHYA PRADESH,1918,930.5
EAST MADHYA PRADESH,1919,1747.1
EAST MADHYA PRADESH,1920,899.5
EAST MADHYA PRADESH,1921,1132.1
EAST MADHYA PRADESH,1922,1238
EAST MADHYA PRADESH,1923,1443.9
EAST MADHYA PRADESH,1924,1315.3
EAST MADHYA PRADESH,1925,1354.5
EAST MADHYA PRADESH,1926,1726.8
EAST MADHYA PRADESH,1927,1235.9
EAST MADHYA PRADESH,1928,1106.9
EAST MADHYA PRADESH,1929,1247.4
EAST MADHYA PRADESH,1930,1203.9
EAST MADHYA PRADESH,1931,1342.2
EAST MADHYA PRADESH,1932,1150.9
EAST MADHYA PRADESH,1933,1368.4
EAST MADHYA PRADESH,1934,1473.3
EAST MADHYA PRADESH,1935,1279.9
EAST MADHYA PRADESH,1936,1504.2
EAST MADHYA PRADESH,1937,1398
EAST MADHYA PRADESH,1938,1373.8
EAST MADHYA PRADESH,1939,1347.2
EAST MADHYA PRADESH,1940,1192.8
EAST MADHYA PRADESH,1941,828.1
EAST MADHYA PRADESH,1942,1508.4
EAST MADHYA PRADESH,1943,1382.4
EAST MADHYA PRADESH,1944,1427
EAST MADHYA PRADESH,1945,1286.3
EAST MADHYA PRADESH,1946,1494.3
EAST MADHYA PRADESH,1947,1419.5
EAST MADHYA PRADESH,1948,1430.4
EAST MADHYA PRADESH,1949,1235.5
EAST MADHYA PRADESH,1950,1177.9
EAST MADHYA PRADESH,1951,1175.6
EAST MADHYA PRADESH,1952,1155.3
EAST MADHYA PRADESH,1953,1007.1
EAST MADHYA PRADESH,1954,1076.7
EAST MADHYA PRADESH,1955,1421
EAST MADHYA PRADESH,1956,1515.8
EAST MADHYA PRADESH,1957,1000.8
EAST MADHYA PRADESH,1958,1171.6
EAST MADHYA PRADESH,1959,1302.4
EAST MADHYA PRADESH,1960,1252
EAST MADHYA PRADESH,1961,1598.8
EAST MADHYA PRADESH,1962,1068.4
EAST MADHYA PRADESH,1963,1120.1
EAST MADHYA PRADESH,1964,1187.3
EAST MADHYA PRADESH,1965,697.8
EAST MADHYA PRADESH,1966,849.1
EAST MADHYA PRADESH,1967,1407.8
EAST MADHYA PRADESH,1968,973.6
EAST MADHYA PRADESH,1969,1242.1
EAST MADHYA PRADESH,1970,1342.2
EAST MADHYA PRADESH,1971,1518.7
EAST MADHYA PRADESH,1972,1038.3
EAST MADHYA PRADESH,1973,1252.3
EAST MADHYA PRADESH,1974,971.1
EAST MADHYA PRADESH,1975,1434.5
EAST MADHYA PRADESH,1976,1055.6
EAST MADHYA PRADESH,1977,1372.2
EAST MADHYA PRADESH,1978,1392.6
EAST MADHYA PRADESH,1979,809.8
EAST MADHYA PRADESH,1980,1369.2
EAST MADHYA PRADESH,1981,1036
EAST MADHYA PRADESH,1982,1297.3
EAST MADHYA PRADESH,1983,1275.5
EAST MADHYA PRADESH,1984,1110.6
EAST MADHYA PRADESH,1985,1115.4
EAST MADHYA PRADESH,1986,1029.2
EAST MADHYA PRADESH,1987,1116.1
EAST MADHYA PRADESH,1988,1069.4
EAST MADHYA PRADESH,1989,920.9
EAST MADHYA PRADESH,1990,1380
EAST MADHYA PRADESH,1991,1016.9
EAST MADHYA PRADESH,1992,1051.1
EAST MADHYA PRADESH,1993,1118.9
EAST MADHYA PRADESH,1994,1533.7
EAST MADHYA PRADESH,1995,1032.3
EAST MADHYA PRADESH,1996,986.6
EAST MADHYA PRADESH,1997,1357.1
EAST MADHYA PRADESH,1998,1013.4
EAST MADHYA PRADESH,1999,1443.9
EAST MADHYA PRADESH,2000,874.2
EAST MADHYA PRADESH,2001,1170.1
EAST MADHYA PRADESH,2002,950.2
EAST MADHYA PRADESH,2003,1438.1
EAST MADHYA PRADESH,2004,955.3
EAST MADHYA PRADESH,2005,1366.4
EAST MADHYA PRADESH,2006,943.4
EAST MADHYA PRADESH,2007,653.8
EAST MADHYA PRADESH,2008,1003.2
EAST MADHYA PRADESH,2009,943.9
EAST MADHYA PRADESH,2010,960.4
EAST MADHYA PRADESH,2011,1275.2
EAST MADHYA PRADESH,2012,1053.1
EAST MADHYA PRADESH,2013,1521.9
EAST MADHYA PRADESH,2014,924.9
EAST MADHYA PRADESH,2015,939.2
GUJARAT REGION,1901,554.3
GUJARAT REGION,1902,863.9
GUJARAT REGION,1903,887.6
GUJARAT REGION,1904,492.6
GUJARAT REGION,1905,811.5
GUJARAT REGION,1906,890.6
GUJARAT REGION,1907,997
GUJARAT REGION,1908,1027.5
GUJARAT REGION,1909,977.8
GUJARAT REGION,1910,974.6
GUJARAT REGION,1911,403.5
GUJARAT REGION,1912,1118.5
GUJARAT REGION,1913,1162.6
GUJARAT REGION,1914,1107.5
GUJARAT REGION,1915,567.3
GUJARAT REGION,1916,952.9
GUJARAT REGION,1917,1524.9
GUJARAT REGION,1918,392.6
GUJARAT REGION,1919,1067.4
GUJARAT REGION,1920,708.9
GUJARAT REGION,1921,1172.8
GUJARAT REGION,1922,878.7
GUJARAT REGION,1923,553.2
GUJARAT REGION,1924,909.6
GUJARAT REGION,1925,593.1
GUJARAT REGION,1926,1274.5
GUJARAT REGION,1927,1422.1
GUJARAT REGION,1928,821
GUJARAT REGION,1929,676.3
GUJARAT REGION,1930,894.7
GUJARAT REGION,1931,1104.6
GUJARAT REGION,1932,906.6
GUJARAT REGION,1933,1137.1
GUJARAT REGION,1934,979.6
GUJARAT REGION,1935,756.9
GUJARAT REGION,1936,609.3
GUJARAT REGION,1937,1203.1
GUJARAT REGION,1938,814.9
GUJARAT REGION,1939,605.6
GUJARAT REGION,1940,870.1
GUJARAT REGION,1941,961.8
GUJARAT REGION,1942,1186.8
GUJARAT REGION,1943,912.8
GUJARAT REGION,1944,1340.6
GUJARAT REGION,1945,1277
GUJARAT REGION,1946,1147.7
GUJARAT REGION,1947,783.4
GUJARAT REGION,1948,473.9
GUJARAT REGION,1949,800.3
GUJARAT REGION,1950,1129.3
GUJARAT REGION,1951,478.3
GUJARAT REGION,1952,776.6
GUJARAT REGION,1953,1055.5
GUJARAT REGION,1954,1248
GUJARAT REGION,1955,975.7
GUJARAT REGION,1956,1366.6
GUJARAT REGION,1957,647.8
GUJARAT REGION,1958,1123.1
GUJARAT REGION,1959,1560.7
GUJARAT REGION,1960,649.6
GUJARAT REGION,1961,945.1
GUJARAT REGION,1962,773
GUJARAT REGION,1963,997.9
GUJARAT REGION,1964,892.7
GUJARAT REGION,1965,656.7
GUJARAT REGION,1966,696.7
GUJARAT REGION,1967,938.7
GUJARAT REGION,1968,668
GUJARAT REGION,1969,789
GUJARAT REGION,1970,1353.8
GUJARAT REGION,1971,769.2
GUJARAT REGION,1972,503.8
GUJARAT REGION,1973,1159.6
GUJARAT REGION,1974,421.3
GUJARAT REGION,1975,1192.7
GUJARAT REGION,1976,1620.1
GUJARAT REGION,1977,1307.7
GUJARAT REGION,1978,935.8
GUJARAT REGION,1979,904.5
GUJARAT REGION,1980,822
GUJARAT REGION,1981,1114.2
GUJARAT REGION,1982,758.3
GUJARAT REGION,1983,1213.9
GUJARAT REGION,1984,853.6
GUJARAT REGION,1985,589.7
GUJARAT REGION,1986,501.8
GUJARAT REGION,1987,401.9
GUJARAT REGION,1988,1097.4
GUJARAT REGION,1989,822.8
GUJARAT REGION,1990,1118.4
GUJARAT REGION,1991,672.7
GUJARAT REGION,1992,901.1
GUJARAT REGION,1993,941.4
GUJARAT REGION,1994,1534.5
GUJARAT REGION,1995,684.3
GUJARAT REGION,1996,902.8
GUJARAT REGION,1997,1068.9
GUJARAT REGION,1998,1070
GUJARAT REGION,1999,568.4
GUJARAT REGION,2000,550.6
GUJARAT REGION,2001,849
GUJARAT REGION,2002,637.2
GUJARAT REGION,2003,1160.3
GUJARAT REGION,2004,1005.8
GUJARAT REGION,2005,1316.4
GUJARAT REGION,2006,1478
GUJARAT REGION,2007,1178.9
GUJARAT REGION,2008,911.1
GUJARAT REGION,2009,641.6
GUJARAT REGION,2010,1088.7
GUJARAT REGION,2011,890.5
GUJARAT REGION,2012,714
GUJARAT REGION,2013,1118.6
GUJARAT REGION,2014,705.7
GUJARAT REGION,2015,622.9
SAURASHTRA & KUTCH,1901,181.3
SAURASHTRA & KUTCH,1902,401.1
SAURASHTRA & KUTCH,1903,522.8
SAURASHTRA & KUTCH,1904,185.6
SAURASHTRA & KUTCH,1905,290
SAURASHTRA & KUTCH,1906,540.3
SAURASHTRA & KUTCH,1907,509.6
SAURASHTRA & KUTCH,1908,527.9
SAURASHTRA & KUTCH,1909,586.4
SAURASHTRA & KUTCH,1910,549.7
SAURASHTRA & KUTCH,1911,140.4
SAURASHTRA & KUTCH,1912,652.6
SAURASHTRA & KUTCH,1913,751.9
SAURASHTRA & KUTCH,1914,577.1
SAURASHTRA & KUTCH,1915,245.8
SAURASHTRA & KUTCH,1916,495.9
SAURASHTRA & KUTCH,1917,886.7
SAURASHTRA & KUTCH,1918,117.6
SAURASHTRA & KUTCH,1919,445.1
SAURASHTRA & KUTCH,1920,490.1
SAURASHTRA & KUTCH,1921,598.1
SAURASHTRA & KUTCH,1922,334.9
SAURASHTRA & KUTCH,1923,205
SAURASHTRA & KUTCH,1924,310.7
SAURASHTRA & KUTCH,1925,340.6
SAURASHTRA & KUTCH,1926,901.4
SAURASHTRA & KUTCH,1927,639.5
SAURASHTRA & KUTCH,1928,426.8
SAURASHTRA & KUTCH,1929,421.8
SAURASHTRA & KUTCH,1930,450.2
SAURASHTRA & KUTCH,1931,329.7
SAURASHTRA & KUTCH,1932,492.5
SAURASHTRA & KUTCH,1933,757.9
SAURASHTRA & KUTCH,1934,398.4
SAURASHTRA & KUTCH,1935,524.1
SAURASHTRA & KUTCH,1936,371.1
SAURASHTRA & KUTCH,1937,533.6
SAURASHTRA & KUTCH,1938,346
SAURASHTRA & KUTCH,1939,179.4
SAURASHTRA & KUTCH,1940,356.5
SAURASHTRA & KUTCH,1941,401.8
SAURASHTRA & KUTCH,1942,342.2
SAURASHTRA & KUTCH,1943,526.6
SAURASHTRA & KUTCH,1944,717.6
SAURASHTRA & KUTCH,1945,633.1
SAURASHTRA & KUTCH,1946,473.4
SAURASHTRA & KUTCH,1947,558.8
SAURASHTRA & KUTCH,1948,247.7
SAURASHTRA & KUTCH,1949,542.3
SAURASHTRA & KUTCH,1950,473.6
SAURASHTRA & KUTCH,1951,285.2
SAURASHTRA & KUTCH,1952,400.8
SAURASHTRA & KUTCH,1953,706.6
SAURASHTRA & KUTCH,1954,599.8
SAURASHTRA & KUTCH,1955,385.1
SAURASHTRA & KUTCH,1956,739.1
SAURASHTRA & KUTCH,1957,398.5
SAURASHTRA & KUTCH,1958,551.6
SAURASHTRA & KUTCH,1959,1020.9
SAURASHTRA & KUTCH,1960,337.2
SAURASHTRA & KUTCH,1961,752.9
SAURASHTRA & KUTCH,1962,371.8
SAURASHTRA & KUTCH,1963,379.1
SAURASHTRA & KUTCH,1964,539.5
SAURASHTRA & KUTCH,1965,421.3
SAURASHTRA & KUTCH,1966,326.5
SAURASHTRA & KUTCH,1967,738.6
SAURASHTRA & KUTCH,1968,314.6
SAURASHTRA & KUTCH,1969,290
SAURASHTRA & KUTCH,1970,835.8
SAURASHTRA & KUTCH,1971,513.6
SAURASHTRA & KUTCH,1972,222.1
SAURASHTRA & KUTCH,1973,390.3
SAURASHTRA & KUTCH,1974,184.7
SAURASHTRA & KUTCH,1975,682.1
SAURASHTRA & KUTCH,1976,625.5
SAURASHTRA & KUTCH,1977,564.1
SAURASHTRA & KUTCH,1978,488.6
SAURASHTRA & KUTCH,1979,955.4
SAURASHTRA & KUTCH,1980,635.8
SAURASHTRA & KUTCH,1981,705
SAURASHTRA & KUTCH,1982,401.3
SAURASHTRA & KUTCH,1983,758.4
SAURASHTRA & KUTCH,1984,443.7
SAURASHTRA & KUTCH,1985,298.8
SAURASHTRA & KUTCH,1986,298.5
SAURASHTRA & KUTCH,1987,92.7
SAURASHTRA & KUTCH,1988,752.3
SAURASHTRA & KUTCH,1989,498.2
SAURASHTRA & KUTCH,1990,407.9
SAURASHTRA & KUTCH,1991,218.7
SAURASHTRA & KUTCH,1992,600.7
SAURASHTRA & KUTCH,1993,312.7
SAURASHTRA & KUTCH,1994,872.8
SAURASHTRA & KUTCH,1995,374.1
SAURASHTRA & KUTCH,1996,374.4
SAURASHTRA & KUTCH,1997,600.2
SAURASHTRA & KUTCH,1998,566.9
SAURASHTRA & KUTCH,1999,380.7
SAURASHTRA & KUTCH,2000,286.1
SAURASHTRA & KUTCH,2001,510.2
SAURASHTRA & KUTCH,2002,308.1
SAURASHTRA & KUTCH,2003,686.2
SAURASHTRA & KUTCH,2004,482.2
SAURASHTRA & KUTCH,2005,631.6
SAURASHTRA & KUTCH,2006,701.8
SAURASHTRA & KUTCH,2007,890.7
SAURASHTRA & KUTCH,2008,607.9
SAURASHTRA & KUTCH,2009,596.9
SAURASHTRA & KUTCH,2010,1119.9
SAURASHTRA & KUTCH,2011,742.5
SAURASHTRA & KUTCH,2012,323.8
SAURASHTRA & KUTCH,2013,681.8
SAURASHTRA & KUTCH,2014,383.9
SAURASHTRA & KUTCH,2015,441.7
KONKAN & GOA,1901,2792.9
KONKAN & GOA,1902,2673.9
KONKAN & GOA,1903,3084.3
KONKAN & GOA,1904,2393.7
KONKAN & GOA,1905,1682.8
KONKAN & GOA,1906,2418.9
KONKAN & GOA,1907,2766.6
KONKAN & GOA,1908,2735.5
KONKAN & GOA,1909,2860.5
KONKAN & GOA,1910,2544
KONKAN & GOA,1911,2134.7
KONKAN & GOA,1912,2793.3
KONKAN & GOA,1913,2617.4
KONKAN & GOA,1914,3464.6
KONKAN & GOA,1915,2525.8
KONKAN & GOA,1916,3402.6
KONKAN & GOA,1917,3430.9
KONKAN & GOA,1918,1867.3
KONKAN & GOA,1919,2851.7
KONKAN & GOA,1920,1924.1
KONKAN & GOA,1921,2899.2
KONKAN & GOA,1922,2817.5
KONKAN & GOA,1923,2770.5
KONKAN & GOA,1924,2444.3
KONKAN & GOA,1925,2305.1
KONKAN & GOA,1926,3165.9
KONKAN & GOA,1927,2747
KONKAN & GOA,1928,3172.4
KONKAN & GOA,1929,2509.4
KONKAN & GOA,1930,2845.7
KONKAN & GOA,1931,3999.3
KONKAN & GOA,1932,2962.9
KONKAN & GOA,1933,3343.4
KONKAN & GOA,1934,3272.3
KONKAN & GOA,1935,2542.7
KONKAN & GOA,1936,2783.4
KONKAN & GOA,1937,3192
KONKAN & GOA,1938,3495.5
KONKAN & GOA,1939,2758.6
KONKAN & GOA,1940,3313.7
KONKAN & GOA,1941,1889.6
KONKAN & GOA,1942,3279.5
KONKAN & GOA,1943,3251.3
KONKAN & GOA,1944,2952.1
KONKAN & GOA,1945,3244.5
KONKAN & GOA,1946,3358.9
KONKAN & GOA,1947,3090.1
KONKAN & GOA,1948,3119.8
KONKAN & GOA,1949,3213.7
KONKAN & GOA,1950,2929.2
KONKAN & GOA,1951,2849.4
KONKAN & GOA,1952,2522
KONKAN & GOA,1953,3327.8
KONKAN & GOA,1954,3790.3
KONKAN & GOA,1955,3897.5
KONKAN & GOA,1956,3663.7
KONKAN & GOA,1957,3123.5
KONKAN & GOA,1958,4000.2
KONKAN & GOA,1959,3588.6
KONKAN & GOA,1960,3027.7
KONKAN & GOA,1961,3921
KONKAN & GOA,1962,3485.1
KONKAN & GOA,1963,3606.8
KONKAN & GOA,1964,3192.7
KONKAN & GOA,1965,3071.5
KONKAN & GOA,1966,2427.5
KONKAN & GOA,1967,2752.3
KONKAN & GOA,1968,2359.4
KONKAN & GOA,1969,3127.4
KONKAN & GOA,1970,3596.6
KONKAN & GOA,1971,2754
KONKAN & GOA,1972,1873
KONKAN & GOA,1973,2836.3
KONKAN & GOA,1974,3086.7
KONKAN & GOA,1975,3515.4
KONKAN & GOA,1976,3063
KONKAN & GOA,1977,3103.3
KONKAN & GOA,1978,2885.6
KONKAN & GOA,1979,2509.2
KONKAN & GOA,1980,2724.3
KONKAN & GOA,1981,3124.7
KONKAN & GOA,1982,2698.9
KONKAN & GOA,1983,3814.5
KONKAN & GOA,1984,2583.6
KONKAN & GOA,1985,2968.5
KONKAN & GOA,1986,2127.7
KONKAN & GOA,1987,2635
KONKAN & GOA,1988,3293
KONKAN & GOA,1989,2771.5
KONKAN & GOA,1990,3568
KONKAN & GOA,1991,2954.6
KONKAN & GOA,1992,2840.4
KONKAN & GOA,1993,3480.9
KONKAN & GOA,1994,3179.8
KONKAN & GOA,1995,2766
KONKAN & GOA,1996,2920.7
KONKAN & GOA,1997,3027.2
KONKAN & GOA,1998,3234.7
KONKAN & GOA,1999,2912.1
KONKAN & GOA,2000,3133.2
KONKAN & GOA,2001,2395.4
KONKAN & GOA,2002,2537.2
KONKAN & GOA,2003,2842.3
KONKAN & GOA,2004,2985.9
KONKAN & GOA,2005,3615.7
KONKAN & GOA,2006,3482.2
KONKAN & GOA,2007,3468.5
KONKAN & GOA,2008,3053.1
KONKAN & GOA,2009,2716.6
KONKAN & GOA,2010,3778.1
KONKAN & GOA,2011,3825.2
KONKAN & GOA,2012,3018.4
KONKAN & GOA,2013,3524
KONKAN & GOA,2014,2757.5
KONKAN & GOA,2015,2082
MADHYA MAHARASHTRA,1901,769
MADHYA MAHARASHTRA,1902,784
MADHYA MAHARASHTRA,1903,837.9
MADHYA MAHARASHTRA,1904,603.5
MADHYA MAHARASHTRA,1905,537.8
MADHYA MAHARASHTRA,1906,744.3
MADHYA MAHARASHTRA,1907,815.1
MADHYA MAHARASHTRA,1908,722
MADHYA MAHARASHTRA,1909,755.2
MADHYA MAHARASHTRA,1910,915.2
MADHYA MAHARASHTRA,1911,544.3
MADHYA MAHARASHTRA,1912,764.9
MADHYA MAHARASHTRA,1913,732.5
MADHYA MAHARASHTRA,1914,1039
MADHYA MAHARASHTRA,1915,908.1
MADHYA MAHARASHTRA,1916,1072.4
MADHYA MAHARASHTRA,1917,938.2
MADHYA MAHARASHTRA,1918,438
MADHYA MAHARASHTRA,1919,879.1
MADHYA MAHARASHTRA,1920,600.3
MADHYA MAHARASHTRA,1921,734.3
MADHYA MAHARASHTRA,1922,805.2
MADHYA MAHARASHTRA,1923,680.9
MADHYA MAHARASHTRA,1924,748.2
MADHYA MAHARASHTRA,1925,661.8
MADHYA MAHARASHTRA,1926,787.1
MADHYA MAHARASHTRA,1927,925.2
MADHYA MAHARASHTRA,1928,831.7
MADHYA MAHARASHTRA,1929,690.4
MADHYA MAHARASHTRA,1930,929.1
MADHYA MAHARASHTRA,1931,1132.4
MADHYA MAHARASHTRA,1932,1045.1
MADHYA MAHARASHTRA,1933,1152.4
MADHYA MAHARASHTRA,1934,858.3
MADHYA MAHARASHTRA,1935,819
MADHYA MAHARASHTRA,1936,735.6
MADHYA MAHARASHTRA,1937,914.4
MADHYA MAHARASHTRA,1938,1126.3
MADHYA MAHARASHTRA,1939,821.9
MADHYA MAHARASHTRA,1940,893.2
MADHYA MAHARASHTRA,1941,774.3
MADHYA MAHARASHTRA,1942,941.3
MADHYA MAHARASHTRA,1943,993.2
MADHYA MAHARASHTRA,1944,1086
MADHYA MAHARASHTRA,1945,793.4
MADHYA MAHARASHTRA,1946,1103.6
MADHYA MAHARASHTRA,1947,905.7
MADHYA MAHARASHTRA,1948,1016.3
MADHYA MAHARASHTRA,1949,953.7
MADHYA MAHARASHTRA,1950,932.6
MADHYA MAHARASHTRA,1951,797
MADHYA MAHARASHTRA,1952,683.3
MADHYA MAHARASHTRA,1953,893.6
MADHYA MAHARASHTRA,1954,985.1
MADHYA MAHARASHTRA,1955,981
MADHYA MAHARASHTRA,1956,1233.8
MADHYA MAHARASHTRA,1957,849.8
MADHYA MAHARASHTRA,1958,1054.1
MADHYA MAHARASHTRA,1959,1118.9
MADHYA MAHARASHTRA,1960,885.9
MADHYA MAHARASHTRA,1961,1070.5
MADHYA MAHARASHTRA,1962,899
MADHYA MAHARASHTRA,1963,899.9
MADHYA MAHARASHTRA,1964,945.7
